,target
19456,neutral or dissatisfied
19457,satisfied
19458,satisfied
19459,neutral or dissatisfied
19460,neutral or dissatisfied
19461,neutral or dissatisfied
19462,satisfied
19463,neutral or dissatisfied
19464,neutral or dissatisfied
19465,satisfied
19466,satisfied
19467,neutral or dissatisfied
19468,neutral or dissatisfied
19469,satisfied
19470,neutral or dissatisfied
19471,satisfied
19472,neutral or dissatisfied
19473,satisfied
19474,neutral or dissatisfied
19475,neutral or dissatisfied
19476,satisfied
19477,neutral or dissatisfied
19478,neutral or dissatisfied
19479,neutral or dissatisfied
19480,neutral or dissatisfied
19481,neutral or dissatisfied
19482,neutral or dissatisfied
19483,neutral or dissatisfied
19484,satisfied
19485,neutral or dissatisfied
19486,satisfied
19487,satisfied
19488,satisfied
19489,satisfied
19490,neutral or dissatisfied
19491,neutral or dissatisfied
19492,neutral or dissatisfied
19493,neutral or dissatisfied
19494,neutral or dissatisfied
19495,neutral or dissatisfied
19496,neutral or dissatisfied
19497,neutral or dissatisfied
19498,neutral or dissatisfied
19499,satisfied
19500,neutral or dissatisfied
19501,satisfied
19502,neutral or dissatisfied
19503,satisfied
19504,satisfied
19505,neutral or dissatisfied
19506,satisfied
19507,satisfied
19508,neutral or dissatisfied
19509,neutral or dissatisfied
19510,satisfied
19511,satisfied
19512,neutral or dissatisfied
19513,satisfied
19514,satisfied
19515,neutral or dissatisfied
19516,satisfied
19517,neutral or dissatisfied
19518,satisfied
19519,neutral or dissatisfied
19520,neutral or dissatisfied
19521,neutral or dissatisfied
19522,neutral or dissatisfied
19523,satisfied
19524,neutral or dissatisfied
19525,neutral or dissatisfied
19526,neutral or dissatisfied
19527,satisfied
19528,neutral or dissatisfied
19529,satisfied
19530,neutral or dissatisfied
19531,satisfied
19532,neutral or dissatisfied
19533,neutral or dissatisfied
19534,satisfied
19535,neutral or dissatisfied
19536,neutral or dissatisfied
19537,neutral or dissatisfied
19538,satisfied
19539,neutral or dissatisfied
19540,neutral or dissatisfied
19541,satisfied
19542,satisfied
19543,neutral or dissatisfied
19544,neutral or dissatisfied
19545,neutral or dissatisfied
19546,neutral or dissatisfied
19547,neutral or dissatisfied
19548,neutral or dissatisfied
19549,satisfied
19550,neutral or dissatisfied
19551,neutral or dissatisfied
19552,satisfied
19553,neutral or dissatisfied
19554,satisfied
19555,neutral or dissatisfied
19556,neutral or dissatisfied
19557,neutral or dissatisfied
19558,satisfied
19559,satisfied
19560,neutral or dissatisfied
19561,satisfied
19562,neutral or dissatisfied
19563,satisfied
19564,neutral or dissatisfied
19565,neutral or dissatisfied
19566,neutral or dissatisfied
19567,satisfied
19568,satisfied
19569,satisfied
19570,neutral or dissatisfied
19571,satisfied
19572,neutral or dissatisfied
19573,satisfied
19574,neutral or dissatisfied
19575,satisfied
19576,satisfied
19577,satisfied
19578,neutral or dissatisfied
19579,satisfied
19580,neutral or dissatisfied
19581,neutral or dissatisfied
19582,neutral or dissatisfied
19583,neutral or dissatisfied
19584,neutral or dissatisfied
19585,neutral or dissatisfied
19586,neutral or dissatisfied
19587,neutral or dissatisfied
19588,neutral or dissatisfied
19589,neutral or dissatisfied
19590,satisfied
19591,neutral or dissatisfied
19592,neutral or dissatisfied
19593,satisfied
19594,satisfied
19595,neutral or dissatisfied
19596,satisfied
19597,satisfied
19598,neutral or dissatisfied
19599,satisfied
19600,satisfied
19601,satisfied
19602,satisfied
19603,neutral or dissatisfied
19604,satisfied
19605,satisfied
19606,neutral or dissatisfied
19607,satisfied
19608,satisfied
19609,neutral or dissatisfied
19610,satisfied
19611,satisfied
19612,neutral or dissatisfied
19613,neutral or dissatisfied
19614,neutral or dissatisfied
19615,neutral or dissatisfied
19616,neutral or dissatisfied
19617,neutral or dissatisfied
19618,neutral or dissatisfied
19619,neutral or dissatisfied
19620,neutral or dissatisfied
19621,neutral or dissatisfied
19622,neutral or dissatisfied
19623,satisfied
19624,neutral or dissatisfied
19625,satisfied
19626,neutral or dissatisfied
19627,neutral or dissatisfied
19628,satisfied
19629,neutral or dissatisfied
19630,satisfied
19631,satisfied
19632,neutral or dissatisfied
19633,neutral or dissatisfied
19634,neutral or dissatisfied
19635,satisfied
19636,neutral or dissatisfied
19637,neutral or dissatisfied
19638,neutral or dissatisfied
19639,neutral or dissatisfied
19640,neutral or dissatisfied
19641,satisfied
19642,satisfied
19643,neutral or dissatisfied
19644,neutral or dissatisfied
19645,satisfied
19646,neutral or dissatisfied
19647,neutral or dissatisfied
19648,neutral or dissatisfied
19649,neutral or dissatisfied
19650,neutral or dissatisfied
19651,satisfied
19652,satisfied
19653,neutral or dissatisfied
19654,neutral or dissatisfied
19655,neutral or dissatisfied
19656,neutral or dissatisfied
19657,neutral or dissatisfied
19658,neutral or dissatisfied
19659,satisfied
19660,neutral or dissatisfied
19661,neutral or dissatisfied
19662,satisfied
19663,neutral or dissatisfied
19664,neutral or dissatisfied
19665,neutral or dissatisfied
19666,neutral or dissatisfied
19667,satisfied
19668,neutral or dissatisfied
19669,neutral or dissatisfied
19670,satisfied
19671,neutral or dissatisfied
19672,neutral or dissatisfied
19673,neutral or dissatisfied
19674,neutral or dissatisfied
19675,satisfied
19676,neutral or dissatisfied
19677,neutral or dissatisfied
19678,neutral or dissatisfied
19679,satisfied
19680,neutral or dissatisfied
19681,neutral or dissatisfied
19682,neutral or dissatisfied
19683,neutral or dissatisfied
19684,neutral or dissatisfied
19685,satisfied
19686,neutral or dissatisfied
19687,neutral or dissatisfied
19688,satisfied
19689,neutral or dissatisfied
19690,neutral or dissatisfied
19691,neutral or dissatisfied
19692,neutral or dissatisfied
19693,neutral or dissatisfied
19694,neutral or dissatisfied
19695,neutral or dissatisfied
19696,satisfied
19697,neutral or dissatisfied
19698,satisfied
19699,satisfied
19700,neutral or dissatisfied
19701,satisfied
19702,neutral or dissatisfied
19703,satisfied
19704,neutral or dissatisfied
19705,neutral or dissatisfied
19706,satisfied
19707,neutral or dissatisfied
19708,neutral or dissatisfied
19709,neutral or dissatisfied
19710,neutral or dissatisfied
19711,satisfied
19712,neutral or dissatisfied
19713,neutral or dissatisfied
19714,satisfied
19715,satisfied
19716,neutral or dissatisfied
19717,satisfied
19718,satisfied
19719,satisfied
19720,neutral or dissatisfied
19721,satisfied
19722,neutral or dissatisfied
19723,neutral or dissatisfied
19724,neutral or dissatisfied
19725,satisfied
19726,neutral or dissatisfied
19727,satisfied
19728,neutral or dissatisfied
19729,neutral or dissatisfied
19730,neutral or dissatisfied
19731,neutral or dissatisfied
19732,neutral or dissatisfied
19733,neutral or dissatisfied
19734,neutral or dissatisfied
19735,satisfied
19736,neutral or dissatisfied
19737,satisfied
19738,satisfied
19739,neutral or dissatisfied
19740,satisfied
19741,satisfied
19742,neutral or dissatisfied
19743,satisfied
19744,satisfied
19745,satisfied
19746,satisfied
19747,satisfied
19748,satisfied
19749,neutral or dissatisfied
19750,neutral or dissatisfied
19751,neutral or dissatisfied
19752,neutral or dissatisfied
19753,satisfied
19754,neutral or dissatisfied
19755,satisfied
19756,neutral or dissatisfied
19757,neutral or dissatisfied
19758,satisfied
19759,neutral or dissatisfied
19760,satisfied
19761,satisfied
19762,neutral or dissatisfied
19763,neutral or dissatisfied
19764,satisfied
19765,neutral or dissatisfied
19766,satisfied
19767,satisfied
19768,satisfied
19769,neutral or dissatisfied
19770,neutral or dissatisfied
19771,satisfied
19772,satisfied
19773,neutral or dissatisfied
19774,neutral or dissatisfied
19775,satisfied
19776,neutral or dissatisfied
19777,satisfied
19778,neutral or dissatisfied
19779,neutral or dissatisfied
19780,neutral or dissatisfied
19781,neutral or dissatisfied
19782,satisfied
19783,satisfied
19784,neutral or dissatisfied
19785,satisfied
19786,satisfied
19787,neutral or dissatisfied
19788,neutral or dissatisfied
19789,satisfied
19790,neutral or dissatisfied
19791,satisfied
19792,neutral or dissatisfied
19793,neutral or dissatisfied
19794,satisfied
19795,satisfied
19796,neutral or dissatisfied
19797,neutral or dissatisfied
19798,neutral or dissatisfied
19799,neutral or dissatisfied
19800,satisfied
19801,satisfied
19802,satisfied
19803,neutral or dissatisfied
19804,neutral or dissatisfied
19805,neutral or dissatisfied
19806,neutral or dissatisfied
19807,satisfied
19808,satisfied
19809,satisfied
19810,neutral or dissatisfied
19811,satisfied
19812,neutral or dissatisfied
19813,neutral or dissatisfied
19814,satisfied
19815,satisfied
19816,neutral or dissatisfied
19817,neutral or dissatisfied
19818,satisfied
19819,satisfied
19820,satisfied
19821,neutral or dissatisfied
19822,neutral or dissatisfied
19823,neutral or dissatisfied
19824,neutral or dissatisfied
19825,satisfied
19826,satisfied
19827,satisfied
19828,neutral or dissatisfied
19829,neutral or dissatisfied
19830,neutral or dissatisfied
19831,neutral or dissatisfied
19832,satisfied
19833,satisfied
19834,satisfied
19835,satisfied
19836,neutral or dissatisfied
19837,neutral or dissatisfied
19838,satisfied
19839,satisfied
19840,neutral or dissatisfied
19841,neutral or dissatisfied
19842,neutral or dissatisfied
19843,satisfied
19844,satisfied
19845,satisfied
19846,neutral or dissatisfied
19847,neutral or dissatisfied
19848,satisfied
19849,neutral or dissatisfied
19850,neutral or dissatisfied
19851,neutral or dissatisfied
19852,satisfied
19853,neutral or dissatisfied
19854,satisfied
19855,satisfied
19856,neutral or dissatisfied
19857,neutral or dissatisfied
19858,satisfied
19859,neutral or dissatisfied
19860,neutral or dissatisfied
19861,neutral or dissatisfied
19862,satisfied
19863,neutral or dissatisfied
19864,neutral or dissatisfied
19865,satisfied
19866,neutral or dissatisfied
19867,neutral or dissatisfied
19868,neutral or dissatisfied
19869,neutral or dissatisfied
19870,neutral or dissatisfied
19871,satisfied
19872,satisfied
19873,neutral or dissatisfied
19874,neutral or dissatisfied
19875,neutral or dissatisfied
19876,neutral or dissatisfied
19877,neutral or dissatisfied
19878,neutral or dissatisfied
19879,neutral or dissatisfied
19880,neutral or dissatisfied
19881,neutral or dissatisfied
19882,neutral or dissatisfied
19883,neutral or dissatisfied
19884,satisfied
19885,neutral or dissatisfied
19886,neutral or dissatisfied
19887,neutral or dissatisfied
19888,satisfied
19889,neutral or dissatisfied
19890,neutral or dissatisfied
19891,neutral or dissatisfied
19892,satisfied
19893,neutral or dissatisfied
19894,neutral or dissatisfied
19895,neutral or dissatisfied
19896,neutral or dissatisfied
19897,satisfied
19898,neutral or dissatisfied
19899,satisfied
19900,satisfied
19901,satisfied
19902,neutral or dissatisfied
19903,satisfied
19904,neutral or dissatisfied
19905,neutral or dissatisfied
19906,neutral or dissatisfied
19907,neutral or dissatisfied
19908,neutral or dissatisfied
19909,satisfied
19910,satisfied
19911,neutral or dissatisfied
19912,satisfied
19913,satisfied
19914,satisfied
19915,neutral or dissatisfied
19916,neutral or dissatisfied
19917,neutral or dissatisfied
19918,neutral or dissatisfied
19919,satisfied
19920,neutral or dissatisfied
19921,satisfied
19922,neutral or dissatisfied
19923,neutral or dissatisfied
19924,neutral or dissatisfied
19925,satisfied
19926,satisfied
19927,neutral or dissatisfied
19928,neutral or dissatisfied
19929,neutral or dissatisfied
19930,satisfied
19931,neutral or dissatisfied
19932,satisfied
19933,satisfied
19934,neutral or dissatisfied
19935,satisfied
19936,neutral or dissatisfied
19937,neutral or dissatisfied
19938,neutral or dissatisfied
19939,neutral or dissatisfied
19940,satisfied
19941,satisfied
19942,neutral or dissatisfied
19943,neutral or dissatisfied
19944,satisfied
19945,satisfied
19946,neutral or dissatisfied
19947,neutral or dissatisfied
19948,satisfied
19949,satisfied
19950,neutral or dissatisfied
19951,neutral or dissatisfied
19952,satisfied
19953,neutral or dissatisfied
19954,satisfied
19955,neutral or dissatisfied
19956,neutral or dissatisfied
19957,satisfied
19958,neutral or dissatisfied
19959,satisfied
19960,neutral or dissatisfied
19961,satisfied
19962,neutral or dissatisfied
19963,satisfied
19964,neutral or dissatisfied
19965,neutral or dissatisfied
19966,neutral or dissatisfied
19967,neutral or dissatisfied
19968,neutral or dissatisfied
19969,satisfied
19970,neutral or dissatisfied
19971,satisfied
19972,neutral or dissatisfied
19973,satisfied
19974,satisfied
19975,neutral or dissatisfied
19976,satisfied
19977,satisfied
19978,neutral or dissatisfied
19979,neutral or dissatisfied
19980,neutral or dissatisfied
19981,neutral or dissatisfied
19982,satisfied
19983,neutral or dissatisfied
19984,neutral or dissatisfied
19985,satisfied
19986,neutral or dissatisfied
19987,satisfied
19988,neutral or dissatisfied
19989,satisfied
19990,neutral or dissatisfied
19991,neutral or dissatisfied
19992,neutral or dissatisfied
19993,satisfied
19994,satisfied
19995,satisfied
19996,satisfied
19997,neutral or dissatisfied
19998,neutral or dissatisfied
19999,satisfied
20000,satisfied
20001,neutral or dissatisfied
20002,satisfied
20003,neutral or dissatisfied
20004,neutral or dissatisfied
20005,neutral or dissatisfied
20006,neutral or dissatisfied
20007,satisfied
20008,neutral or dissatisfied
20009,neutral or dissatisfied
20010,neutral or dissatisfied
20011,neutral or dissatisfied
20012,neutral or dissatisfied
20013,satisfied
20014,neutral or dissatisfied
20015,neutral or dissatisfied
20016,satisfied
20017,neutral or dissatisfied
20018,satisfied
20019,neutral or dissatisfied
20020,neutral or dissatisfied
20021,neutral or dissatisfied
20022,neutral or dissatisfied
20023,satisfied
20024,neutral or dissatisfied
20025,satisfied
20026,satisfied
20027,satisfied
20028,neutral or dissatisfied
20029,neutral or dissatisfied
20030,neutral or dissatisfied
20031,neutral or dissatisfied
20032,neutral or dissatisfied
20033,satisfied
20034,neutral or dissatisfied
20035,satisfied
20036,satisfied
20037,neutral or dissatisfied
20038,neutral or dissatisfied
20039,satisfied
20040,neutral or dissatisfied
20041,neutral or dissatisfied
20042,neutral or dissatisfied
20043,satisfied
20044,neutral or dissatisfied
20045,satisfied
20046,neutral or dissatisfied
20047,neutral or dissatisfied
20048,satisfied
20049,neutral or dissatisfied
20050,neutral or dissatisfied
20051,satisfied
20052,satisfied
20053,satisfied
20054,satisfied
20055,satisfied
20056,satisfied
20057,neutral or dissatisfied
20058,satisfied
20059,neutral or dissatisfied
20060,neutral or dissatisfied
20061,satisfied
20062,neutral or dissatisfied
20063,satisfied
20064,satisfied
20065,satisfied
20066,satisfied
20067,neutral or dissatisfied
20068,neutral or dissatisfied
20069,satisfied
20070,satisfied
20071,neutral or dissatisfied
20072,satisfied
20073,neutral or dissatisfied
20074,neutral or dissatisfied
20075,neutral or dissatisfied
20076,neutral or dissatisfied
20077,neutral or dissatisfied
20078,neutral or dissatisfied
20079,satisfied
20080,neutral or dissatisfied
20081,neutral or dissatisfied
20082,neutral or dissatisfied
20083,neutral or dissatisfied
20084,neutral or dissatisfied
20085,neutral or dissatisfied
20086,satisfied
20087,satisfied
20088,satisfied
20089,neutral or dissatisfied
20090,satisfied
20091,neutral or dissatisfied
20092,satisfied
20093,neutral or dissatisfied
20094,satisfied
20095,satisfied
20096,neutral or dissatisfied
20097,satisfied
20098,neutral or dissatisfied
20099,neutral or dissatisfied
20100,satisfied
20101,neutral or dissatisfied
20102,satisfied
20103,satisfied
20104,neutral or dissatisfied
20105,neutral or dissatisfied
20106,neutral or dissatisfied
20107,neutral or dissatisfied
20108,satisfied
20109,neutral or dissatisfied
20110,satisfied
20111,neutral or dissatisfied
20112,satisfied
20113,neutral or dissatisfied
20114,neutral or dissatisfied
20115,neutral or dissatisfied
20116,neutral or dissatisfied
20117,neutral or dissatisfied
20118,satisfied
20119,neutral or dissatisfied
20120,neutral or dissatisfied
20121,neutral or dissatisfied
20122,neutral or dissatisfied
20123,neutral or dissatisfied
20124,satisfied
20125,neutral or dissatisfied
20126,neutral or dissatisfied
20127,neutral or dissatisfied
20128,satisfied
20129,satisfied
20130,neutral or dissatisfied
20131,satisfied
20132,satisfied
20133,satisfied
20134,satisfied
20135,neutral or dissatisfied
20136,satisfied
20137,neutral or dissatisfied
20138,neutral or dissatisfied
20139,neutral or dissatisfied
20140,neutral or dissatisfied
20141,satisfied
20142,neutral or dissatisfied
20143,satisfied
20144,satisfied
20145,satisfied
20146,neutral or dissatisfied
20147,neutral or dissatisfied
20148,satisfied
20149,satisfied
20150,neutral or dissatisfied
20151,satisfied
20152,neutral or dissatisfied
20153,satisfied
20154,neutral or dissatisfied
20155,satisfied
20156,satisfied
20157,satisfied
20158,neutral or dissatisfied
20159,satisfied
20160,satisfied
20161,satisfied
20162,satisfied
20163,neutral or dissatisfied
20164,neutral or dissatisfied
20165,neutral or dissatisfied
20166,neutral or dissatisfied
20167,neutral or dissatisfied
20168,neutral or dissatisfied
20169,neutral or dissatisfied
20170,satisfied
20171,neutral or dissatisfied
20172,neutral or dissatisfied
20173,neutral or dissatisfied
20174,neutral or dissatisfied
20175,neutral or dissatisfied
20176,neutral or dissatisfied
20177,satisfied
20178,neutral or dissatisfied
20179,satisfied
20180,neutral or dissatisfied
20181,neutral or dissatisfied
20182,satisfied
20183,satisfied
20184,neutral or dissatisfied
20185,neutral or dissatisfied
20186,satisfied
20187,neutral or dissatisfied
20188,satisfied
20189,neutral or dissatisfied
20190,neutral or dissatisfied
20191,satisfied
20192,neutral or dissatisfied
20193,satisfied
20194,satisfied
20195,satisfied
20196,satisfied
20197,neutral or dissatisfied
20198,satisfied
20199,neutral or dissatisfied
20200,satisfied
20201,satisfied
20202,satisfied
20203,satisfied
20204,satisfied
20205,neutral or dissatisfied
20206,neutral or dissatisfied
20207,satisfied
20208,neutral or dissatisfied
20209,neutral or dissatisfied
20210,satisfied
20211,satisfied
20212,neutral or dissatisfied
20213,satisfied
20214,neutral or dissatisfied
20215,satisfied
20216,satisfied
20217,satisfied
20218,neutral or dissatisfied
20219,satisfied
20220,satisfied
20221,neutral or dissatisfied
20222,neutral or dissatisfied
20223,neutral or dissatisfied
20224,satisfied
20225,neutral or dissatisfied
20226,neutral or dissatisfied
20227,neutral or dissatisfied
20228,neutral or dissatisfied
20229,neutral or dissatisfied
20230,neutral or dissatisfied
20231,neutral or dissatisfied
20232,neutral or dissatisfied
20233,neutral or dissatisfied
20234,neutral or dissatisfied
20235,neutral or dissatisfied
20236,neutral or dissatisfied
20237,neutral or dissatisfied
20238,neutral or dissatisfied
20239,satisfied
20240,satisfied
20241,neutral or dissatisfied
20242,neutral or dissatisfied
20243,neutral or dissatisfied
20244,neutral or dissatisfied
20245,satisfied
20246,neutral or dissatisfied
20247,satisfied
20248,neutral or dissatisfied
20249,neutral or dissatisfied
20250,satisfied
20251,neutral or dissatisfied
20252,satisfied
20253,neutral or dissatisfied
20254,satisfied
20255,satisfied
20256,satisfied
20257,neutral or dissatisfied
20258,satisfied
20259,satisfied
20260,neutral or dissatisfied
20261,neutral or dissatisfied
20262,neutral or dissatisfied
20263,satisfied
20264,neutral or dissatisfied
20265,neutral or dissatisfied
20266,satisfied
20267,satisfied
20268,neutral or dissatisfied
20269,neutral or dissatisfied
20270,neutral or dissatisfied
20271,neutral or dissatisfied
20272,satisfied
20273,neutral or dissatisfied
20274,satisfied
20275,satisfied
20276,neutral or dissatisfied
20277,satisfied
20278,satisfied
20279,satisfied
20280,satisfied
20281,satisfied
20282,satisfied
20283,neutral or dissatisfied
20284,satisfied
20285,satisfied
20286,satisfied
20287,satisfied
20288,satisfied
20289,neutral or dissatisfied
20290,neutral or dissatisfied
20291,neutral or dissatisfied
20292,neutral or dissatisfied
20293,satisfied
20294,satisfied
20295,neutral or dissatisfied
20296,neutral or dissatisfied
20297,neutral or dissatisfied
20298,satisfied
20299,satisfied
20300,neutral or dissatisfied
20301,neutral or dissatisfied
20302,neutral or dissatisfied
20303,satisfied
20304,satisfied
20305,neutral or dissatisfied
20306,neutral or dissatisfied
20307,satisfied
20308,neutral or dissatisfied
20309,neutral or dissatisfied
20310,neutral or dissatisfied
20311,satisfied
20312,satisfied
20313,satisfied
20314,neutral or dissatisfied
20315,satisfied
20316,satisfied
20317,satisfied
20318,satisfied
20319,neutral or dissatisfied
20320,neutral or dissatisfied
20321,satisfied
20322,neutral or dissatisfied
20323,neutral or dissatisfied
20324,neutral or dissatisfied
20325,neutral or dissatisfied
20326,satisfied
20327,satisfied
20328,neutral or dissatisfied
20329,neutral or dissatisfied
20330,neutral or dissatisfied
20331,neutral or dissatisfied
20332,neutral or dissatisfied
20333,neutral or dissatisfied
20334,neutral or dissatisfied
20335,satisfied
20336,neutral or dissatisfied
20337,neutral or dissatisfied
20338,neutral or dissatisfied
20339,neutral or dissatisfied
20340,satisfied
20341,neutral or dissatisfied
20342,neutral or dissatisfied
20343,satisfied
20344,neutral or dissatisfied
20345,neutral or dissatisfied
20346,satisfied
20347,satisfied
20348,satisfied
20349,neutral or dissatisfied
20350,satisfied
20351,neutral or dissatisfied
20352,neutral or dissatisfied
20353,neutral or dissatisfied
20354,satisfied
20355,satisfied
20356,satisfied
20357,neutral or dissatisfied
20358,satisfied
20359,satisfied
20360,neutral or dissatisfied
20361,neutral or dissatisfied
20362,neutral or dissatisfied
20363,satisfied
20364,neutral or dissatisfied
20365,neutral or dissatisfied
20366,neutral or dissatisfied
20367,neutral or dissatisfied
20368,satisfied
20369,neutral or dissatisfied
20370,neutral or dissatisfied
20371,neutral or dissatisfied
20372,satisfied
20373,satisfied
20374,satisfied
20375,satisfied
20376,neutral or dissatisfied
20377,satisfied
20378,neutral or dissatisfied
20379,neutral or dissatisfied
20380,neutral or dissatisfied
20381,neutral or dissatisfied
20382,satisfied
20383,neutral or dissatisfied
20384,neutral or dissatisfied
20385,neutral or dissatisfied
20386,neutral or dissatisfied
20387,satisfied
20388,neutral or dissatisfied
20389,satisfied
20390,satisfied
20391,satisfied
20392,satisfied
20393,neutral or dissatisfied
20394,neutral or dissatisfied
20395,neutral or dissatisfied
20396,neutral or dissatisfied
20397,neutral or dissatisfied
20398,satisfied
20399,neutral or dissatisfied
20400,neutral or dissatisfied
20401,neutral or dissatisfied
20402,neutral or dissatisfied
20403,satisfied
20404,neutral or dissatisfied
20405,neutral or dissatisfied
20406,satisfied
20407,satisfied
20408,satisfied
20409,neutral or dissatisfied
20410,satisfied
20411,neutral or dissatisfied
20412,neutral or dissatisfied
20413,neutral or dissatisfied
20414,neutral or dissatisfied
20415,neutral or dissatisfied
20416,satisfied
20417,satisfied
20418,neutral or dissatisfied
20419,satisfied
20420,satisfied
20421,neutral or dissatisfied
20422,neutral or dissatisfied
20423,satisfied
20424,neutral or dissatisfied
20425,neutral or dissatisfied
20426,satisfied
20427,neutral or dissatisfied
20428,neutral or dissatisfied
20429,neutral or dissatisfied
20430,neutral or dissatisfied
20431,satisfied
20432,neutral or dissatisfied
20433,neutral or dissatisfied
20434,neutral or dissatisfied
20435,satisfied
20436,neutral or dissatisfied
20437,neutral or dissatisfied
20438,satisfied
20439,neutral or dissatisfied
20440,satisfied
20441,neutral or dissatisfied
20442,satisfied
20443,neutral or dissatisfied
20444,satisfied
20445,neutral or dissatisfied
20446,satisfied
20447,neutral or dissatisfied
20448,satisfied
20449,satisfied
20450,neutral or dissatisfied
20451,neutral or dissatisfied
20452,neutral or dissatisfied
20453,satisfied
20454,satisfied
20455,neutral or dissatisfied
20456,neutral or dissatisfied
20457,neutral or dissatisfied
20458,satisfied
20459,neutral or dissatisfied
20460,satisfied
20461,satisfied
20462,satisfied
20463,satisfied
20464,neutral or dissatisfied
20465,neutral or dissatisfied
20466,neutral or dissatisfied
20467,satisfied
20468,neutral or dissatisfied
20469,neutral or dissatisfied
20470,satisfied
20471,neutral or dissatisfied
20472,neutral or dissatisfied
20473,neutral or dissatisfied
20474,satisfied
20475,satisfied
20476,neutral or dissatisfied
20477,satisfied
20478,neutral or dissatisfied
20479,satisfied
20480,neutral or dissatisfied
20481,satisfied
20482,neutral or dissatisfied
20483,satisfied
20484,satisfied
20485,satisfied
20486,satisfied
20487,neutral or dissatisfied
20488,satisfied
20489,satisfied
20490,satisfied
20491,satisfied
20492,neutral or dissatisfied
20493,satisfied
20494,neutral or dissatisfied
20495,neutral or dissatisfied
20496,neutral or dissatisfied
20497,neutral or dissatisfied
20498,neutral or dissatisfied
20499,satisfied
20500,neutral or dissatisfied
20501,satisfied
20502,neutral or dissatisfied
20503,neutral or dissatisfied
20504,neutral or dissatisfied
20505,neutral or dissatisfied
20506,satisfied
20507,satisfied
20508,neutral or dissatisfied
20509,neutral or dissatisfied
20510,satisfied
20511,neutral or dissatisfied
20512,neutral or dissatisfied
20513,satisfied
20514,satisfied
20515,neutral or dissatisfied
20516,neutral or dissatisfied
20517,neutral or dissatisfied
20518,neutral or dissatisfied
20519,neutral or dissatisfied
20520,satisfied
20521,satisfied
20522,satisfied
20523,satisfied
20524,neutral or dissatisfied
20525,neutral or dissatisfied
20526,neutral or dissatisfied
20527,neutral or dissatisfied
20528,satisfied
20529,neutral or dissatisfied
20530,neutral or dissatisfied
20531,neutral or dissatisfied
20532,neutral or dissatisfied
20533,satisfied
20534,satisfied
20535,neutral or dissatisfied
20536,neutral or dissatisfied
20537,satisfied
20538,neutral or dissatisfied
20539,neutral or dissatisfied
20540,neutral or dissatisfied
20541,neutral or dissatisfied
20542,satisfied
20543,satisfied
20544,neutral or dissatisfied
20545,neutral or dissatisfied
20546,satisfied
20547,satisfied
20548,neutral or dissatisfied
20549,satisfied
20550,satisfied
20551,satisfied
20552,neutral or dissatisfied
20553,satisfied
20554,neutral or dissatisfied
20555,satisfied
20556,neutral or dissatisfied
20557,neutral or dissatisfied
20558,neutral or dissatisfied
20559,satisfied
20560,neutral or dissatisfied
20561,neutral or dissatisfied
20562,satisfied
20563,neutral or dissatisfied
20564,neutral or dissatisfied
20565,satisfied
20566,neutral or dissatisfied
20567,neutral or dissatisfied
20568,neutral or dissatisfied
20569,neutral or dissatisfied
20570,satisfied
20571,satisfied
20572,satisfied
20573,neutral or dissatisfied
20574,satisfied
20575,neutral or dissatisfied
20576,neutral or dissatisfied
20577,neutral or dissatisfied
20578,neutral or dissatisfied
20579,neutral or dissatisfied
20580,neutral or dissatisfied
20581,satisfied
20582,satisfied
20583,neutral or dissatisfied
20584,satisfied
20585,neutral or dissatisfied
20586,neutral or dissatisfied
20587,satisfied
20588,neutral or dissatisfied
20589,neutral or dissatisfied
20590,neutral or dissatisfied
20591,neutral or dissatisfied
20592,neutral or dissatisfied
20593,neutral or dissatisfied
20594,neutral or dissatisfied
20595,satisfied
20596,neutral or dissatisfied
20597,neutral or dissatisfied
20598,neutral or dissatisfied
20599,neutral or dissatisfied
20600,satisfied
20601,neutral or dissatisfied
20602,satisfied
20603,neutral or dissatisfied
20604,neutral or dissatisfied
20605,neutral or dissatisfied
20606,satisfied
20607,satisfied
20608,satisfied
20609,satisfied
20610,satisfied
20611,neutral or dissatisfied
20612,satisfied
20613,neutral or dissatisfied
20614,satisfied
20615,neutral or dissatisfied
20616,neutral or dissatisfied
20617,satisfied
20618,neutral or dissatisfied
20619,neutral or dissatisfied
20620,satisfied
20621,satisfied
20622,neutral or dissatisfied
20623,satisfied
20624,satisfied
20625,satisfied
20626,satisfied
20627,neutral or dissatisfied
20628,satisfied
20629,satisfied
20630,satisfied
20631,neutral or dissatisfied
20632,neutral or dissatisfied
20633,neutral or dissatisfied
20634,neutral or dissatisfied
20635,satisfied
20636,satisfied
20637,satisfied
20638,satisfied
20639,satisfied
20640,neutral or dissatisfied
20641,satisfied
20642,satisfied
20643,satisfied
20644,neutral or dissatisfied
20645,neutral or dissatisfied
20646,neutral or dissatisfied
20647,satisfied
20648,neutral or dissatisfied
20649,satisfied
20650,satisfied
20651,satisfied
20652,neutral or dissatisfied
20653,satisfied
20654,neutral or dissatisfied
20655,satisfied
20656,satisfied
20657,satisfied
20658,neutral or dissatisfied
20659,neutral or dissatisfied
20660,neutral or dissatisfied
20661,satisfied
20662,satisfied
20663,satisfied
20664,neutral or dissatisfied
20665,neutral or dissatisfied
20666,neutral or dissatisfied
20667,neutral or dissatisfied
20668,satisfied
20669,neutral or dissatisfied
